case_id,tweet_id,customer_message,gold_intent,gold_escalate,predicted_intent,confidence,decision,reason,reply,evidence_count,top_evidence_customer,top_evidence_reply
AMZ-111,2850652,@AmazonHelp There is NO LINK TO EVEN FILE. item defective and just want a new one,product_issue,AUTO-HANDLE,product_issue,0.996,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp Where the link is ?,@158923 Here you go: https://t.co/2t6DQoUmNZ ^RW
AMZ-112,22537,@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?,delivery_issue,AUTO-HANDLE,delivery_issue,0.981,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp Yes and it makes no sense. It says they had no access!,"@514945 I know how frustrating this can be. Have you reached out to the carrier for additional insight? If not, here is some helpful info on how to contact the carrier: https://t.co/D3aLPuVL3L ^BA"
AMZ-113,18899,@AmazonHelp Yes.. we got after 1 week from estimated date and still waiting for installation,other,ESCALATE,other,0.467,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Yes and got nowhere!,"@680835 Hi Tim, were you contacted by one of our Account Specialists? ^PJ"
AMZ-114,64007,@AmazonHelp Thanks for your kind support. Item reached the destination,product_issue,AUTO-HANDLE,product_issue,0.914,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp Thanks for your kind support. I got it by 22nd night...,@342211 You're welcome. Thanks for keeping us posted. ^GS
AMZ-115,152101,@AmazonHelp I have replied more than 8 hours back with no reply... you think I have a lot of time to poke you guys if I already had my resolution... more than 40 days and no refund... CRAP service @115851,refund_return,AUTO-HANDLE,refund_return,0.915,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp I replied to it.,@239345 Thank you for that information! A member of our team will be reaching out to you soon. ^AR
AMZ-116,86213,@AmazonHelp Cannot contact as my access blocks site.,other,AUTO-HANDLE,account_access,0.908,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar account issues by checking the account/access details. Please use Amazon’s official account-support channel so the team can investigate without you sharing sensitive account information here.,3,@AmazonHelp You contact me,"@202707 We have no way to make outbound calls/chats/etc from here, please use the link we've provided to reach out. ^JE"
AMZ-117,134823,@AmazonHelp Cancel my order and try again. Which does the same thing. So I'm debating if I should cancel it and just pick it up tomorrow from Target which at this point seems easier.,order_issue,AUTO-HANDLE,order_issue,0.999,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Cancel they order.,@399496 We've already forwarded this to our concerned team internally. We'll work towards getting this resolved. ^ZH
AMZ-118,2887966,@AmazonHelp Am I able to order things from US amazon?,order_issue,AUTO-HANDLE,order_issue,0.972,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Why are you not able acsess my detail??.,@374607 Owing to security reasons we can't directly access your account. Kindly share the same via the secure link we've shared. ^CB
AMZ-119,2886542,@AmazonHelp Filled up. Now you guys are manipulating the reasons for not delivering the product. Shameful Act by @115850 .  #WorstCustomerService @118702,product_issue,AUTO-HANDLE,product_issue,0.896,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp it's all filled in,"@392723 I can confirm that we have received your information, and appreciate your patience with us while we look into this! Thanks! ^KJ"
AMZ-120,75844,@AmazonHelp Now it doesn't matter of previous orders but make sure this will deliver toay itself. Today is last delivery date. IT IS URGENT,delivery_issue,AUTO-HANDLE,delivery_issue,0.988,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,"@AmazonHelp Doesn't matter , what is resolution","@664887 I'm sorry about the canceled order, a resolution will be provided once we receive your details here: https://t.co/GIJyeYqKE0 we'll help you with the available options. ^MJ"
AMZ-121,163465,@AmazonHelp I says ordered with the line close to the shipped mark :( everything else ordered with it has already shipped,order_issue,AUTO-HANDLE,order_issue,0.997,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp It still says ordered and it has never shipped,"@427327 Hey, I am sorry to hear this. What was the delivery date given in the order confirmation email?  ^TD"
AMZ-122,2831683,"@AmazonHelp Music Unlimited, why do you charge extra for it?",payment_billing,AUTO-HANDLE,payment_billing,0.986,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. I found a similar historical AmazonHelp case, but the available context is not specific enough to safely recommend an exact resolution. Please use the official Amazon support channel so a team member can investigate.",3,@AmazonHelp Cute trick....no one has emailed me back - now I was overcharged for music unlimited 🙄,"@269710 I'm so sorry to hear this, Anna! Please use the link ^CL provided to reach out to us via phone or live chat so we can look into and discuss this in real-time. ^WJ"
AMZ-123,29537,@AmazonHelp Had notification of 3rd item being refunded.  Nothing for remaining 2 items,product_issue,AUTO-HANDLE,product_issue,0.883,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp No notification.  Apparently it's still out for delivery.,"@728904 We'd like to make sure this is addressed, please reach out to us here: https://t.co/JzP7hlA23B ^CO"
AMZ-124,138220,@AmazonHelp It’s on any item. I presume it’s Black Friday chaos.,product_issue,AUTO-HANDLE,product_issue,0.965,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp They are the same item.,"@224589 Got it! Please get in touch with us here, so we can assist with your return/replacement: https://t.co/hApLpMlfHN ^SH"
AMZ-125,2966419,@AmazonHelp It happens all the time by your fulfillment team here in Austin. It’s become so commonplace that many of us just go to the neighboring address when a package is missing. Calls to your customer service department have been fruitless. Please fix.,delivery_issue,AUTO-HANDLE,delivery_issue,0.9,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp This happens all the time https://t.co/MQdJtcCkkf,@462912 My team would love to take a closer look at this with you! Please provide us your details here: https://t.co/E1MCOrRu3v ^RM
AMZ-126,2950709,@AmazonHelp You sure have. Both of my packages have been rescheduled. How is 2 day shipping Thursday to Thursday? Shouldn't even be Thursday to Wed.,delivery_issue,AUTO-HANDLE,delivery_issue,0.852,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp Every day since Thursday... https://t.co/V7AfSqTiC6,@712206 Oh no! Could you tell us who the tracking indicates as the carrier? You can find this here: https://t.co/Y5jpI9gRhE. ^VB
AMZ-127,2971949,@AmazonHelp Can I sign out of all devices at once?,other,AUTO-HANDLE,account_access,0.804,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar account issues by checking the account/access details. Please use Amazon’s official account-support channel so the team can investigate without you sharing sensitive account information here.,3,@AmazonHelp Still no sign,"@422535 Our carriers deliver until 21:00. If it doesn't arrive by this time, we can review your options at the link ^TP provided. ^RA"
AMZ-128,250678,@AmazonHelp Reklamieren möchte ich aber nicht. Ich möchte einfach nur den Artikel den ich bestellt habe. Dafür nutze ich die Amazon Prime Dienstleistung,prime_membership,AUTO-HANDLE,prime_membership,0.87,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,@AmazonHelp Habe ich aber nicht.,@184339 Dann müsste das einmal genauer in deinem Kundenkonto geprüft werden. Zum deutschen Support geht es hier lang: https://t.co/dDmBEPionb ;) Gruß ^AN
AMZ-129,124017,"@AmazonHelp If I would have wanted to return I could have done on my own
I know the steps

I tweeted to show you people the pathetic service of Amazon

Sending a form and asking to elaborate is totally a fraud, you should have simply said that return it and take refund

#fraudsters",refund_return,ESCALATE,refund_return,0.999,ESCALATE,higher-risk/legal/fraud wording,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp i wanted people to know how irresponsible and pathetic your service is. How you make fool of customers.,@195476 We're sorry for the inconvenience. We're working on your issue through the DM. Kindly check the same for more information. ^ZH
AMZ-130,122719,"@AmazonHelp These are my details of order-order #[PHONE],date of placement of order 10 Nov, contacted Amazon assistance on 3 occasions,once you check you will get [URL] story is in my tweet",order_issue,AUTO-HANDLE,order_issue,1.0,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Please find all details of order no. 405-3693108-4127531.,@706547 We'll not be able to check your information over Twitter. We'd like to know more about  this. Kindly share your details here: https://t.co/beaaDm0muc . Please don't provide your order details as we consider it to be personal info. Our page is visible to the public. ^GK
AMZ-131,89084,@AmazonHelp Did all of that... &amp; product has now gone... this is approximately the 3rd time since last week that this has happened... perhaps worthwhile to flag to your IT department?,product_issue,ESCALATE,product_issue,0.749,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp Approximately how much time ?,"@337704 Once we receive the details, we will get back to you the latest by 12 hours. Appreciate your patience. ^BS"
AMZ-132,103129,"@AmazonHelp respected sir, u know its a once in week sale. nd it very hard to place order,
nd it sucks when it get cancelled. 
i was failed to order that on 30th nov.",order_issue,ESCALATE,order_issue,0.998,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Any update on results as today is 30th Nov,@215588 The link to the results is here: https://t.co/hU0C7jP8dY. ^HA
AMZ-133,2677370,@AmazonHelp How about a card explaining a collection pt instead of leaving stuff outside? In cities doorstep items are at risk &amp; a sign you’re not home.,payment_billing,AUTO-HANDLE,account_access,0.272,ESCALATE,low intent confidence,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp No card has been left at all,@150075 Thanks for confirming. Please reach out to us here so we can escalate this further: https://t.co/JzP7hlA23B ^BH
AMZ-134,80632,@AmazonHelp Setting up a product. Not finding what I need by trawling through endless help pages that really aren't very helpful.,product_issue,AUTO-HANDLE,product_issue,0.886,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp Yeah they aren't here so none of that is helpful,"@329205 If it's been more than 36 hours, please reach us here: https://t.co/hApLpMlfHN, for available options. ^JM"
AMZ-135,2939190,"@AmazonHelp It was the launch of OnePlus 5T. The 1st launch on 21st November. The order # 
[PHONE]",order_issue,AUTO-HANDLE,order_issue,0.818,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp I think its oneplus 5T,@120686 For OnePlus 5T we haven't made any announcement yet. Kindly stay tuned to our website for further updates. ^KH
AMZ-136,2867143,@AmazonHelp They have updated to delayed. I can’t count how many times this has happened recently. It’s making the cost of prime less and less appealing.,prime_membership,AUTO-HANDLE,prime_membership,0.933,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,@AmazonHelp Yesmany times and nothing happened,@371737 If you've shared your details. We'll work on it and get back to you with an update via email soon. ^NR
AMZ-137,78715,@AmazonHelp Not yet. Still waiting for a rescheduled delivery date.,delivery_issue,AUTO-HANDLE,delivery_issue,0.985,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp I m still waiting for call..,@738140 A correspondence from our team has been sent to you here: https://t.co/8DAc10S7ww please check and reply. ^MN
AMZ-138,144003,@AmazonHelp i think you have not seen my old tweets....i have done this earlier also get mail from ur sociol escalation team ....but nothing happened.....they advised me to do use other payment method rather than solving my issue with cod,payment_billing,AUTO-HANDLE,payment_billing,0.757,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. I found a similar historical AmazonHelp case, but the available context is not specific enough to safely recommend an exact resolution. Please use the official Amazon support channel so a team member can investigate.",3,@AmazonHelp But you are not solving my issue,@380972 I'm afraid we'll not be able to reinstate the order. You may place a new order with the updated price. ^SG
AMZ-139,133870,@AmazonHelp What is the status of my order? No words to describe your services #amazon #pathetic after sales.,order_issue,AUTO-HANDLE,order_issue,0.958,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp You guys have pathetic after sales customer support,"@508190 Apologies for any trouble. Could you elaborate the issue, so that we can assist you accordingly? ^MO"
AMZ-140,108263,"@AmazonHelp What about other prime members like me
Though I'm not having echo devices.",prime_membership,AUTO-HANDLE,prime_membership,0.992,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,"@AmazonHelp What does ^KA means? And would you be launching it for prime members who doesn't have Echo devices and can listen on their iPhone device,hope you will :) , anyways thanks for replying so quickly , that's what so special about Amazon","@144975 That is our Twitter signature. Also, we've no more news to share on Amazon Music just now, if and when available, you'll be able to see it on our website. ^MP"
AMZ-141,11617,@AmazonHelp Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,other,AUTO-HANDLE,other,0.384,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp No prob with delay. But why “attempted”? All they have to do is leave it at the door. Was there a honey badger in my front yard? Again?,"@377105 Well, honey badgers DO like pill pockets! In all seriousness, leaving the package out is up to the carrier's discretion. ^AM"
AMZ-142,2980945,@AmazonHelp But this time @115850 is low balling on #OnePlus5T exchange offer. For #onplus5 I used to get extra ₹2k off on exchange,other,AUTO-HANDLE,other,0.468,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp @115850  Is it possible to avail the exchange offer in third party location like Domino's &amp; all,"@529487 I'm sorry, I wasn't able to comprehend your concern related to exchange offers. Could you elaborate on that? ^JC"
AMZ-143,18909,@AmazonHelp I would like to know what action taken from your side regarding my issue apart from regret emails??,other,AUTO-HANDLE,other,0.612,ESCALATE,unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Ok. But i would like to know how they react on this and there decisions regarding this issue. So how can you manage this?,@165812 I'm afraid we'll not be able to share the outcome. We'll have this reviewed internally for improvements. ^YP
AMZ-144,118805,@AmazonHelp It was a gift so I didn't order it myself. Is there another way? Registration date?,order_issue,AUTO-HANDLE,order_issue,0.979,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp This was a gift,@289927 I'm sorry for the incorrect link. Please contact us with this link to explore options: https://t.co/hApLpMlfHN ^JF
AMZ-145,2715162,"@AmazonHelp The message that followed said that I would be refunded in the next 3-5 buisness days, so I will get a refund?",refund_return,AUTO-HANDLE,refund_return,0.993,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp They just said it should be refunded,"@579937 Hi, you will receive an email confirming the refund. The 5-7 working day wait would be the time it takes for your bank to process the refund. ^PJ"
AMZ-146,2958609,"@AmazonHelp No, USPS says you’re late in giving it to them which reflects that on their tracking number. Your customer service can’t give me a reason either.",delivery_issue,AUTO-HANDLE,delivery_issue,0.969,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp It says it's late.,@486814 Who is the carrier and what day was the parcel supposed to be delivered?  ^LR
AMZ-147,75866,@AmazonHelp It's my office address and it closes by 6-6:15 pm. For the package i have to wait till 8 pm ?? And by the way it guy told me he is coming by 2 pm but still he is not der and not evening picking my call.,delivery_issue,AUTO-HANDLE,delivery_issue,0.808,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,"@AmazonHelp Didn't get the package today also, amazed. i waited till 7:15 pm though my office closes at 6 pm. Thank u very much",@132985 We apologize for the delay on the delivery of the package. We would like to take a closer look. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you soon. ^VH
AMZ-148,2877780,"@AmazonHelp No message received. Also, my account is email/mobile both verified.",other,AUTO-HANDLE,account_access,0.985,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar account issues by checking the account/access details. Please use Amazon’s official account-support channel so the team can investigate without you sharing sensitive account information here.,3,@AmazonHelp This is the message i received https://t.co/E884qdyjC9,"@666211 Do you receive the same error when using a different browser? If the problem persists, you may also want to try clearing your browser's cache/cookies before attempting again. ^WM"
AMZ-149,245834,"@AmazonHelp I sent them a while ago, my NUS card has now been extended and i was going to try again.nothing in my spam folder. 29th April and 2 June",payment_billing,AUTO-HANDLE,other,0.378,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Thanks for your reply. I checked the Spam folder and there's nothing there either. @AmazonHelp,"@520453 Thank you for checking that for us! What site/marketplace do you shop on; https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA? ^BV"
AMZ-150,140905,"@AmazonHelp Still Havnt gt my refund The bank are asking fr settlement copy fr the same. customer care cannot be reached as they say no orders match @115850 @115821 take an apporiate action
cheats u are",refund_return,AUTO-HANDLE,refund_return,0.9,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp I havnt received on yet.,@627177 You should receive a confirmation e-mail shortly after placing an order. What is the order status: https://t.co/q4LAMZ3tbE? ^JS
AMZ-151,18718,@AmazonHelp I contacted customer support by chat&amp;was told to wait for 72 hrs while investigating.:/ This has happened to others for over a week though,other,ESCALATE,other,0.49,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp already contacted your customer support.,"@428028 In that case, please share your details from the link here: https://t.co/beaaDm0muc and we will assist you accordingly. ^HR"
AMZ-152,2967729,"@AmazonHelp Nope. I’m currently listening on the iPhone app without difficulty. 

I recently connected a second echo dot, would that interfere with the streaming at all?",other,AUTO-HANDLE,other,0.569,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp そのＰＣ上のサイトで「設定」「新しいデバイス」「Echo Dot」を何度クリックしても、毎回「試してみよう」というホーム画面に戻ってしまい、いつまでたってもＷｉ－ｆｉ設定ができません！,@255139 ブラウザのキャッシュ、cookieの消去をお試しいただけますでしょうか。解決されない場合は、カスタマーサービスへお問い合わせください→https://t.co/J6YEizo6qC SK
AMZ-153,95372,@AmazonHelp I already got to chat with one of your reps. Is there a way for me to get a refund without having to ship the LENS CAPS back to the US? Thanks,refund_return,AUTO-HANDLE,refund_return,0.929,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp The rep said I must ship back the lens caps to the US. Is there no other way? The shipping from the Philippines is gonna cost more than the lens caps themselves. Thanks,@136737 Hey Martin. Was the order sold directly by us or one of our sellers?^TI
AMZ-154,2958610,"@AmazonHelp It’s every time you use USPS as a carrier. However, it isn’t USPS that’s causing the delay. Instead, it’s a delay for you to get it to their HUB in Georgia.",delivery_issue,AUTO-HANDLE,delivery_issue,0.94,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp USPS is my carrier,"@527820 We'd love to help with this, Chase! Please reach us here so we can look into available options: https://t.co/hApLpMlfHN ^JD"
AMZ-155,75934,"@AmazonHelp Ce qui a de plus désolant, c'est surtout que ca arrive systématiquement avec Colis Privé. Arrêtez de traiter avec eux, ca ne peut pas continuer là...",delivery_issue,AUTO-HANDLE,other,0.643,ESCALATE,unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,"@AmazonHelp C'est bon, vu avec colis privé, mais pas cool ce retard...surtout avec l'abonnement prime. Bonne journée","@170819 Entendu, je vous réitère mes excuses à ce sujet. Nous restons à disposition en cas de besoin ^KD"
AMZ-156,156710,"@AmazonHelp Update: I got the dispatch email, checked my order, confirmed its arriving monday 😊 [URL]",order_issue,AUTO-HANDLE,order_issue,0.856,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Yeah... even when I got the dispatch email this morning it said arriving Friday even though today is Saturday? https://t.co/qw4a8NtsXl,@479300 My apologies. Is there any updated tracking information showing for it? ^DC
AMZ-157,2983113,@AmazonHelp Yes but I have @79582 installed &amp; I don't see why it's not available in India. It doesn't make sense. I won't buy new lights just 4 u.,other,AUTO-HANDLE,product_issue,0.297,ESCALATE,low intent confidence,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Does it will be available in india or not??,"@416535 I'm sorry, we haven't received any information yet. Kindly stay tuned to our website for an update. ^EM"
AMZ-158,2826416,@AmazonHelp I’ve already sent an email to customer service will wait to see what they say. But I doubt I will reorder with Amazon. Prime membership doesn’t seem to have that much of a benefit when using Amazon Logistics.,prime_membership,AUTO-HANDLE,prime_membership,0.989,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,@AmazonHelp I've sent an email through the link.,"@228064 We're glad to hear it! Thanks for keeping us in the loop. E-mails can take longer for a response so if you would like immediate assistance, both chat and phone support are available. ^VF"
AMZ-159,2961710,@AmazonHelp Done that three times and always say next day - I have the email transcripts of ‘guaranteed delivery’ to not turn up again,delivery_issue,AUTO-HANDLE,delivery_issue,0.891,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp How many times I have to do the same,"@371737 If you have shared your details with us, you can check for our update on the issue here: https://t.co/DTSNmGldJf. ^CB"
AMZ-160,2758622,"@AmazonHelp So when am gonna get my money back, or my stuff, my stuff would be better",refund_return,AUTO-HANDLE,refund_return,0.9,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp Nothimg because none of my stuff is here,@235868 Has an updated delivery date been provided? Were you asked to a wait a certain time frame before we can take action on the orders? ^JP
AMZ-161,16798,@AmazonHelp Now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud [URL],other,ESCALATE,other,0.443,ESCALATE,higher-risk/legal/fraud wording; low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp U r a fraud. Refund the money and provide additional compensation. Collect ur shit back.,@416112 Have you reported the issue to our support team from the link provided above? ^SA
AMZ-162,150602,"@AmazonHelp Punkt 1 OK  habe selbst früher im Bereich Logistik Gearbeitet Kann ich Nachvollziehen Wenn Ware "" aufgeteilt wird auf verschieden Lager""
Punkt 2 &gt; Mir selbst würde es wenig ausmachen ABER die Kids die Enttäuscht rum sitzen nachdem ich Gesagt habe KOMMT heute DA Prime Versand ;)",prime_membership,AUTO-HANDLE,prime_membership,0.737,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,"@AmazonHelp Überspitzt gesagt, sehe ich da fast nur noch Werbung. Filme aus meiner Watchlist muss ich erstmal suchen, und bei „meinen“ Apps wird mir die von ProSieben angezeigt, die ich niemals runterladen würde, aber nicht die von Arte, die eigentlich installiert ist. Solche Dinge eben.",@192507 Danke für dein Feedback! Gerne leite ich es an meine Kollegen weiter. Gruß ^AK
