case_id,customer_message,gold_intent,rank,similarity,historical_customer_message,historical_amazon_reply
AMZ-102,@AmazonHelp Can’t seem to find any option to play podcasts via Echo. An I missing something?,other,2,0.4923,@AmazonHelp no option to do so,@303026 I'm sorry for the continued troubles. Will you please check here to verify that your LG television is compatible and let us know: https://t.co/gOfm0qj88k  ^SE
AMZ-102,@AmazonHelp Can’t seem to find any option to play podcasts via Echo. An I missing something?,other,3,0.4923,@AmazonHelp But-there-is-no-option-to-contact_with-u,@354415 Click on the link&gt;select the item&gt;select the issue code&gt;Initiate a contact with us via e-mail/call/chat. ^CB
AMZ-103,"@AmazonHelp Por lo visto esta en buen estado, obvio con tierra por el patio. Fue vendido por Amazon, de hecho ""transportado por Amazon"", ya que fue con etiqueta de Prime. Esta mi reporte en ya hecho en Contacto a su servicio a cliente, realice llamada y acabo de enviar un correo.",prime_membership,1,0.3726,"@AmazonHelp Entiendo que es gestionado por Amazon, ya que me aparece que fue vendido por Amazon EU S.a.r.L.","@123484 Suarez, por favor entra en contacto con nuestros compañeros de Soporte al Cliente: https://t.co/OjvUxwnzPe. ^DA"
AMZ-103,"@AmazonHelp Por lo visto esta en buen estado, obvio con tierra por el patio. Fue vendido por Amazon, de hecho ""transportado por Amazon"", ya que fue con etiqueta de Prime. Esta mi reporte en ya hecho en Contacto a su servicio a cliente, realice llamada y acabo de enviar un correo.",prime_membership,2,0.3383,@AmazonHelp Por Amazon...,@430719 Entendemos Keko. ¿Qué indica la información del número de rastreo? ^AV
AMZ-103,"@AmazonHelp Por lo visto esta en buen estado, obvio con tierra por el patio. Fue vendido por Amazon, de hecho ""transportado por Amazon"", ya que fue con etiqueta de Prime. Esta mi reporte en ya hecho en Contacto a su servicio a cliente, realice llamada y acabo de enviar un correo.",prime_membership,3,0.3383,@AmazonHelp Por Amazon,"@140033 Pablo, ¿has conseguido hablar con la compañía de transporte para verificar lo que ocurrió con tu pedido? ^DA"
AMZ-104,@AmazonHelp Just googled Amazon Prime. Look what the first three words are [URL],prime_membership,1,0.4109,@AmazonHelp Just googled the info on returns label and I think I know where to go now! 😂,"@393011 Oh, that's good! Thanks for letting us know you're sorted now.😊 ^TS"
AMZ-104,@AmazonHelp Just googled Amazon Prime. Look what the first three words are [URL],prime_membership,2,0.3158,@AmazonHelp Amazon Prime Now,"@262654 Entiendo, ¿has reportado la incidencia con Servicio al Cliente a través de la aplicación? ^KS"
AMZ-104,@AmazonHelp Just googled Amazon Prime. Look what the first three words are [URL],prime_membership,3,0.3158,@AmazonHelp Amazon prime.,@415263 What were you advised when you contacted us? ^JJ
AMZ-105,@amazonhelp i was asked to wait until you try to charge me again — doesn’t help,payment_billing,1,0.4374,@AmazonHelp Asked to wait until 9pm tonight 🤔,@195152 Were any other options/instructions provided in case the order didn't arrive? ^EZ
AMZ-105,@amazonhelp i was asked to wait until you try to charge me again — doesn’t help,payment_billing,2,0.4124,@AmazonHelp I asked the agent,@431088 When did this chat take place? Was it earlier today?  ^BZ
AMZ-105,@amazonhelp i was asked to wait until you try to charge me again — doesn’t help,payment_billing,3,0.3797,@AmazonHelp I have been asked to wait another 3 days.Same irresponsible behaviour...whom do i escalate now??What is the compensation for this delay?,@418469 I can understand your disappointment. Please reply to the correspondence email sent to you by our team. We'll help you. ^PJ
AMZ-106,@AmazonHelp J'ai passé une commande le 20/11 pour livraison le 28/11 entre 10 et midi (amazon prime + supplément créneau horaire + supplément emballage cadeau car il s'agissait d'un événement important) Le 27 je reçois un mail disant que le colis a été expédié. jusque la tout va bien 1/1,prime_membership,1,0.2569,@AmazonHelp Toujours marqué pour le 20/11,"@773627 D'accord, tenez-nous au courant s'il vous plaît. ^SA"
AMZ-106,@AmazonHelp J'ai passé une commande le 20/11 pour livraison le 28/11 entre 10 et midi (amazon prime + supplément créneau horaire + supplément emballage cadeau car il s'agissait d'un événement important) Le 27 je reçois un mail disant que le colis a été expédié. jusque la tout va bien 1/1,prime_membership,2,0.2564,@AmazonHelp Oui commande passé le 19/11 livraison le 22/11 repoussé au 23/11 et maintenant estimée entre le 23 et le 27/11.,@140401 N'hésitez pas à signaler cela à notre SAV https://t.co/qzuu0dgDXz afin de faire remonter l'incident. ^MH
AMZ-106,@AmazonHelp J'ai passé une commande le 20/11 pour livraison le 28/11 entre 10 et midi (amazon prime + supplément créneau horaire + supplément emballage cadeau car il s'agissait d'un événement important) Le 27 je reçois un mail disant que le colis a été expédié. jusque la tout va bien 1/1,prime_membership,3,0.2469,@AmazonHelp J'ai commandée le 20/11 et on m'avais dit entre le 29/11 et le 15/12. Sauf que là dans le suivi de colis on me dit que je vais le recevoir le 15/12 ..,@130699 Le 15/12 est la date maximale de livraison. Pouvez-vous me confirmer si votre colis est expédié s'il vous plaît ? ^SB
AMZ-107,"@AmazonHelp Okay, so package has just been delivered even though I’m sure it says you stop delivery at 8!! 😩😩😩",delivery_issue,1,0.3753,@AmazonHelp It just been delivered now!,@121666 Hurrayy! ^AS
AMZ-107,"@AmazonHelp Okay, so package has just been delivered even though I’m sure it says you stop delivery at 8!! 😩😩😩",delivery_issue,2,0.3753,@AmazonHelp No it was just delivered this AM,"@200701 You can check on replacement options here: https://t.co/Y5jpI9gRhE, as well. Please keep us posted, Julia! ^LB"
AMZ-107,"@AmazonHelp Okay, so package has just been delivered even though I’m sure it says you stop delivery at 8!! 😩😩😩",delivery_issue,3,0.3682,@AmazonHelp okay,@192448 We look forward to helping you with it. Do keep us posted once the details are shared. ^AB
AMZ-108,@AmazonHelp You had cheated me and played with my trust you can't believe how much loss I had to bear bcoz if it next time I will never place the order by paying online,order_issue,1,0.2683,@AmazonHelp It happens every time I place an order after Wednesday. I don’t know what carrier it gets sent to.,"@709029 Have you had a chance to report the late deliveries to us? If so, what options were we able to offer? ^LH"
AMZ-108,@AmazonHelp You had cheated me and played with my trust you can't believe how much loss I had to bear bcoz if it next time I will never place the order by paying online,order_issue,2,0.2364,@AmazonHelp Please place my order.. https://t.co/dgv4BlkTi4,"@381541 As informed earlier, request you to help us with the link of the product page so that we'll look into it and help you. ^SU"
AMZ-108,@AmazonHelp You had cheated me and played with my trust you can't believe how much loss I had to bear bcoz if it next time I will never place the order by paying online,order_issue,3,0.2261,@AmazonHelp I've checked that and the boxes are ticked for deliveries on weekends... this is so strange its been happening for over a month or two now! Never happened before! Every time i place an order on thursday or friday it just skips the weekend every time,"@149069 I understand your concern. Have your reported this matter to us:https://t.co/oGDklGgbCZ? If so, what options or insight did we provide? ^GM"
AMZ-109,"@AmazonHelp Done that now. It google chrome I'm using. No change, no access to books.",other,1,0.6202,@AmazonHelp Using Google chrome....,@263820 Which venue are you trying to buy the tickets for? ^BZ
AMZ-109,"@AmazonHelp Done that now. It google chrome I'm using. No change, no access to books.",other,2,0.586,@AmazonHelp I'm using google chrome at the moment,"@282020 Have you tried to clear cache and cookies yet? Or, possibly try from a different device or browser? Let us know! ^KN"
AMZ-109,"@AmazonHelp Done that now. It google chrome I'm using. No change, no access to books.",other,3,0.4247,"@AmazonHelp only on my computer, and on google chrome and sometimes on safari.",@645027 We'd love to help further! What trouble shooting steps have you tried so far? Have you tried clearing your cache and cookies? ^JD
AMZ-110,"@AmazonHelp Hey, I'm a Prime customer so... the fastest!",prime_membership,1,0.5858,@AmazonHelp hey,"@184220 Hello, Emma. How can we help you? ^RS"
AMZ-110,"@AmazonHelp Hey, I'm a Prime customer so... the fastest!",prime_membership,2,0.4243,"@AmazonHelp Hey still no respite from that pricing, should i order or not ?","@354557 I understand your concern regarding the price of the product. However, pricing and offers are the decisions of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price it may result in fluctuations in our prices over time. ^AH"
AMZ-110,"@AmazonHelp Hey, I'm a Prime customer so... the fastest!",prime_membership,3,0.4227,"@AmazonHelp Hey Amazon, you have failed to deliver my package. Is this what I get for being a Prime customer?","@737039 Apologies that the order is still not delivered to you, please share your details in the link provided above and we'll look into this for you. ^SU"
AMZ-111,@AmazonHelp There is NO LINK TO EVEN FILE. item defective and just want a new one,product_issue,1,0.3892,@AmazonHelp link?,@650081 Sorry about that! Here is the link through which you can reach out to us: https://t.co/JzP7hlA23B ^KZ
AMZ-111,@AmazonHelp There is NO LINK TO EVEN FILE. item defective and just want a new one,product_issue,2,0.3892,@AmazonHelp Where is the link????????????,@162488 Here's the link: https://t.co/vlvfJr4nN9. ^HK
AMZ-111,@AmazonHelp There is NO LINK TO EVEN FILE. item defective and just want a new one,product_issue,3,0.3892,@AmazonHelp Where is the link ?,@171648 I’d like to help you; please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^VR
AMZ-112,@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?,delivery_issue,1,0.3166,@AmazonHelp Yes and it makes no sense. It says they had no access!,"@514945 I know how frustrating this can be. Have you reached out to the carrier for additional insight? If not, here is some helpful info on how to contact the carrier: https://t.co/D3aLPuVL3L ^BA"
AMZ-112,@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?,delivery_issue,2,0.3047,"@AmazonHelp Undeliverable 
Lost by carrier",@365458 Can you contact us here: https://t.co/JzP7hlRCV9? ^MC
AMZ-112,@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?,delivery_issue,3,0.2868,"@AmazonHelp 'Undeliverable' but you have regularly delivered to that address before, including recently.",@203037 Hmm. Let's dig a little more into this and find out why: https://t.co/JzP7hlA23B ^JZ
AMZ-113,@AmazonHelp Yes.. we got after 1 week from estimated date and still waiting for installation,other,1,0.4987,@AmazonHelp Yes and got nowhere!,"@680835 Hi Tim, were you contacted by one of our Account Specialists? ^PJ"
AMZ-113,@AmazonHelp Yes.. we got after 1 week from estimated date and still waiting for installation,other,2,0.4036,"@AmazonHelp Yes, November 22 was the estimated date",@725592 Thanks for the info! Was this order fulfilled by Amazon or shipped directly from a third-party seller? ^GS
AMZ-113,@AmazonHelp Yes.. we got after 1 week from estimated date and still waiting for installation,other,3,0.3727,"@AmazonHelp Yes, I have and got no response","@198823 I'm afraid, we haven't received your details yet. Please share the details here: https://t.co/GIJyeYqKE0. ^HN"
AMZ-114,@AmazonHelp Thanks for your kind support. Item reached the destination,product_issue,1,0.6447,@AmazonHelp Thanks for your kind support. I got it by 22nd night...,@342211 You're welcome. Thanks for keeping us posted. ^GS
AMZ-114,@AmazonHelp Thanks for your kind support. Item reached the destination,product_issue,2,0.5965,"@AmazonHelp Thanks, that's very kind of you! I'll do this now.",@220539 You're welcome! 😁 ^AX
AMZ-114,@AmazonHelp Thanks for your kind support. Item reached the destination,product_issue,3,0.3849,@AmazonHelp Ok. Thanks for your kind reply.,@242755 You're welcome. ^AP
AMZ-115,@AmazonHelp I have replied more than 8 hours back with no reply... you think I have a lot of time to poke you guys if I already had my resolution... more than 40 days and no refund... CRAP service @115851,refund_return,1,0.2649,@AmazonHelp I already replied.,@176641 Thanks a bunch. We'll get back to you at the earliest. ^CB
AMZ-115,@AmazonHelp I have replied more than 8 hours back with no reply... you think I have a lot of time to poke you guys if I already had my resolution... more than 40 days and no refund... CRAP service @115851,refund_return,2,0.2649,@AmazonHelp Done replied it,@431099 Thanks for letting us know. We'll check and reach out to you soon with an update. ^GS
AMZ-115,@AmazonHelp I have replied more than 8 hours back with no reply... you think I have a lot of time to poke you guys if I already had my resolution... more than 40 days and no refund... CRAP service @115851,refund_return,3,0.2649,"@AmazonHelp Have replied,",@192048 We've received your details and our team will reach out to you soon. Appreciate your cooperation. ^MA
AMZ-116,@AmazonHelp Cannot contact as my access blocks site.,other,1,0.4628,@AmazonHelp My contact no 8684822275 #donttrustamazon,"@192399 We won't be able to access your details from twitter, kindly share your details as requested earlier. ^AG"
AMZ-116,@AmazonHelp Cannot contact as my access blocks site.,other,2,0.4628,@AmazonHelp Done !! Now could you please contact?,@219445 Thank you for sharing the details from the link. We'd get back to you with an update soon. ^BS
AMZ-116,@AmazonHelp Cannot contact as my access blocks site.,other,3,0.4628,"@AmazonHelp No, you contact me.",@468590 We don't have access to your a/c on social media. We would ask you to contact in the link provided by FR. ^PK
AMZ-117,@AmazonHelp Cancel my order and try again. Which does the same thing. So I'm debating if I should cancel it and just pick it up tomorrow from Target which at this point seems easier.,order_issue,1,0.4659,@AmazonHelp Please cancel this order,"@298989 I get your disappointment, Shailesh. Request you to wait as our team is working on the issue. ^NK"
AMZ-117,@AmazonHelp Cancel my order and try again. Which does the same thing. So I'm debating if I should cancel it and just pick it up tomorrow from Target which at this point seems easier.,order_issue,2,0.4659,@AmazonHelp Can I cancel the order?,@191919 If the order has been dispatched it may be too late to cancel the order but you can refuse delivery. ^JJ
AMZ-117,@AmazonHelp Cancel my order and try again. Which does the same thing. So I'm debating if I should cancel it and just pick it up tomorrow from Target which at this point seems easier.,order_issue,3,0.4659,@AmazonHelp Should I cancel the order?,"@145872 Hi Ryan, if you find a seller that can get it to you sooner than yes, I'd suggest canceling the current order. If you go through the checkout now without buying it, are you getting your estimated delivery date?^MA"
AMZ-118,@AmazonHelp Am I able to order things from US amazon?,order_issue,1,0.4336,@AmazonHelp Why are you not able acsess my detail??.,@374607 Owing to security reasons we can't directly access your account. Kindly share the same via the secure link we've shared. ^CB
AMZ-118,@AmazonHelp Am I able to order things from US amazon?,order_issue,2,0.4336,@AmazonHelp not able to do that either. Can you please call me ?,"@319189 We'll not be able to call you from here. However, please share your details here: https://t.co/GIJyeYqKE0 and we'll check. ^HN"
AMZ-118,@AmazonHelp Am I able to order things from US amazon?,order_issue,3,0.3577,@AmazonHelp Have u been able to ckarify anything? I still cannot purchase anything......😢,@124288 We are currently looking into this and will follow up as soon as we have more information. Thank you for your patience! ^MT
AMZ-119,@AmazonHelp Filled up. Now you guys are manipulating the reasons for not delivering the product. Shameful Act by @115850 .  #WorstCustomerService @118702,product_issue,1,0.3266,@AmazonHelp it's all filled in,"@392723 I can confirm that we have received your information, and appreciate your patience with us while we look into this! Thanks! ^KJ"
AMZ-119,@AmazonHelp Filled up. Now you guys are manipulating the reasons for not delivering the product. Shameful Act by @115850 .  #WorstCustomerService @118702,product_issue,2,0.3266,@AmazonHelp Already filled.,@397060 Thank you. We'll work on it and get back to you with an email soon. ^NR
AMZ-119,@AmazonHelp Filled up. Now you guys are manipulating the reasons for not delivering the product. Shameful Act by @115850 .  #WorstCustomerService @118702,product_issue,3,0.3266,@AmazonHelp Already filled,@170630 We have received your details. We will work on it and get back to you at the earliest. ^SB
AMZ-120,@AmazonHelp Now it doesn't matter of previous orders but make sure this will deliver toay itself. Today is last delivery date. IT IS URGENT,delivery_issue,1,0.4221,"@AmazonHelp Doesn't matter , what is resolution","@664887 I'm sorry about the canceled order, a resolution will be provided once we receive your details here: https://t.co/GIJyeYqKE0 we'll help you with the available options. ^MJ"
AMZ-120,@AmazonHelp Now it doesn't matter of previous orders but make sure this will deliver toay itself. Today is last delivery date. IT IS URGENT,delivery_issue,2,0.3484,@AmazonHelp Today was the delivery date.  1Z88Y7Y21318228320,@439294 We'd like to see what options are available for your order. Please reach out to us directly here: https://t.co/B0UcyPJaor ^MB
AMZ-120,@AmazonHelp Now it doesn't matter of previous orders but make sure this will deliver toay itself. Today is last delivery date. IT IS URGENT,delivery_issue,3,0.347,@AmazonHelp Nope. I can only see previous orders.,@214700 We'd be happy to take a look on your behalf. Please relay your info to us securely here: https://t.co/g9gjPJMTyx ^MV
AMZ-121,@AmazonHelp I says ordered with the line close to the shipped mark :( everything else ordered with it has already shipped,order_issue,1,0.8136,@AmazonHelp It still says ordered and it has never shipped,"@427327 Hey, I am sorry to hear this. What was the delivery date given in the order confirmation email?  ^TD"
AMZ-121,@AmazonHelp I says ordered with the line close to the shipped mark :( everything else ordered with it has already shipped,order_issue,2,0.5725,@AmazonHelp Ok I ordered again when it will be shipped???,@153430 We dispatch to meet the estimated delivery date. Kindly wait until then and I'm positive your order will be dispatched soon and delivered to you by estimated date. ^SH
AMZ-121,@AmazonHelp I says ordered with the line close to the shipped mark :( everything else ordered with it has already shipped,order_issue,3,0.3575,@AmazonHelp It says shipped,@437905 We'd like to look into this with you in real-time. Please use this link to contact in directly: https://t.co/EKXRLsnxJu ^GL
AMZ-122,"@AmazonHelp Music Unlimited, why do you charge extra for it?",payment_billing,1,0.4399,@AmazonHelp Cute trick....no one has emailed me back - now I was overcharged for music unlimited 🙄,"@269710 I'm so sorry to hear this, Anna! Please use the link ^CL provided to reach out to us via phone or live chat so we can look into and discuss this in real-time. ^WJ"
AMZ-122,"@AmazonHelp Music Unlimited, why do you charge extra for it?",payment_billing,2,0.4228,@AmazonHelp Either charge me extra for 128 gb or else take this mobile back and return money,@168220 We don't accept returns of electronics with the reason 'No longer needed'. We cannot provide an exchange or refund. ^ZH
AMZ-122,"@AmazonHelp Music Unlimited, why do you charge extra for it?",payment_billing,3,0.4005,@AmazonHelp Unlimited,@451719 You'll need to manually download the music onto your new phone.^PJ
AMZ-123,@AmazonHelp Had notification of 3rd item being refunded.  Nothing for remaining 2 items,product_issue,1,0.3919,@AmazonHelp The remaining items are still showing as delivered.  They have not been refunded or replaced,"@122488 Apologies, please contact us once more here: https://t.co/JzP7hlA23B so an agent can look into this for you. ^JJ"
AMZ-123,@AmazonHelp Had notification of 3rd item being refunded.  Nothing for remaining 2 items,product_issue,2,0.3158,@AmazonHelp No notification.  Apparently it's still out for delivery.,"@728904 We'd like to make sure this is addressed, please reach out to us here: https://t.co/JzP7hlA23B ^CO"
AMZ-123,@AmazonHelp Had notification of 3rd item being refunded.  Nothing for remaining 2 items,product_issue,3,0.2866,"@AmazonHelp 1st &amp; 3rd item ordered together. 3rd item arrived on time. 1st item supposed to arrive same date as 3rd. 2nd item is apparently just lost and of course it's the most important!! With the holiday, I expect a longer delay 😐",@270749 We would like to take a closer look at this for you. Please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS
AMZ-124,@AmazonHelp It’s on any item. I presume it’s Black Friday chaos.,product_issue,1,0.4287,@AmazonHelp Only for 1 item,@121990 We definitely want to get this sorted! Let's look into this in real time with you here: https://t.co/hApLpMlfHN . ^JZ
AMZ-124,@AmazonHelp It’s on any item. I presume it’s Black Friday chaos.,product_issue,2,0.4287,@AmazonHelp They are the same item.,"@224589 Got it! Please get in touch with us here, so we can assist with your return/replacement: https://t.co/hApLpMlfHN ^SH"
AMZ-124,@AmazonHelp It’s on any item. I presume it’s Black Friday chaos.,product_issue,3,0.3741,@AmazonHelp This is very misleading the price is the same as it always is ! Is this an official amazon black friday deal ? or is the seller just pretending that it is on a black friday deal as I thought a product has to be discounted for it to be on a black friday promotion??,@143200 The Black Friday deals directly from Amazon can be found here: https://t.co/WngPaVOADZ ^EP
AMZ-125,@AmazonHelp It happens all the time by your fulfillment team here in Austin. It’s become so commonplace that many of us just go to the neighboring address when a package is missing. Calls to your customer service department have been fruitless. Please fix.,delivery_issue,1,0.3863,@AmazonHelp This happens every time https://t.co/iUzL88dPQc,"@307763 Strange. Have you tried a different browser or device if available? Also, have you tried clearing cookies/cache? ^PK"
AMZ-125,@AmazonHelp It happens all the time by your fulfillment team here in Austin. It’s become so commonplace that many of us just go to the neighboring address when a package is missing. Calls to your customer service department have been fruitless. Please fix.,delivery_issue,2,0.3863,@AmazonHelp This happens all the time https://t.co/MQdJtcCkkf,@462912 My team would love to take a closer look at this with you! Please provide us your details here: https://t.co/E1MCOrRu3v ^RM
AMZ-125,@AmazonHelp It happens all the time by your fulfillment team here in Austin. It’s become so commonplace that many of us just go to the neighboring address when a package is missing. Calls to your customer service department have been fruitless. Please fix.,delivery_issue,3,0.3417,@AmazonHelp My package is still missing.,@157750 Oh my! We don't have access to your account via Twitter. Please reach out to us here so we can look into this together: https://t.co/hApLpMlfHN ^MO
AMZ-126,@AmazonHelp You sure have. Both of my packages have been rescheduled. How is 2 day shipping Thursday to Thursday? Shouldn't even be Thursday to Wed.,delivery_issue,1,0.3476,@AmazonHelp Every day since Thursday... https://t.co/V7AfSqTiC6,@712206 Oh no! Could you tell us who the tracking indicates as the carrier? You can find this here: https://t.co/Y5jpI9gRhE. ^VB
AMZ-126,@AmazonHelp You sure have. Both of my packages have been rescheduled. How is 2 day shipping Thursday to Thursday? Shouldn't even be Thursday to Wed.,delivery_issue,2,0.3414,@AmazonHelp Thursday the 26.,@391041 We strive to meet the delivery date provided in our confirmation e-mail. Keep us posted on the delivery of your package. ^JF
AMZ-126,@AmazonHelp You sure have. Both of my packages have been rescheduled. How is 2 day shipping Thursday to Thursday? Shouldn't even be Thursday to Wed.,delivery_issue,3,0.3225,"@AmazonHelp As shown in the screenshot that I put in the tweet, Thursday is not two-day shipping, it is more 4 days (or at minimum 3 days). I'm confused about the two-day shipping.","@366349 Two-Day Shipping refers to transit time, in business days, once your order has been shipped. Product availability, additional preparation time (this will be noted on the product detail page) can affect your delivery date. ^BE"
AMZ-127,@AmazonHelp Can I sign out of all devices at once?,other,1,0.8268,@AmazonHelp Still no sign,"@422535 Our carriers deliver until 21:00. If it doesn't arrive by this time, we can review your options at the link ^TP provided. ^RA"
AMZ-127,@AmazonHelp Can I sign out of all devices at once?,other,2,0.8268,@AmazonHelp  I can’t sign back in.,@126711 I'm sorry you can't sign in! Have you tried resetting your password? For more information: https://t.co/PN7wM319HV ^TK
AMZ-127,@AmazonHelp Can I sign out of all devices at once?,other,3,0.6946,@AmazonHelp Still no sign of my parcels,"@187822 Sorry to hear this. Were you able to reach out to us directly? What was advised? If not, you can do so here: https://t.co/JzP7hlA23B ^PK"
AMZ-128,@AmazonHelp Reklamieren möchte ich aber nicht. Ich möchte einfach nur den Artikel den ich bestellt habe. Dafür nutze ich die Amazon Prime Dienstleistung,prime_membership,1,0.3753,@AmazonHelp Habe ich aber nicht.,@184339 Dann müsste das einmal genauer in deinem Kundenkonto geprüft werden. Zum deutschen Support geht es hier lang: https://t.co/dDmBEPionb ;) Gruß ^AN
AMZ-128,@AmazonHelp Reklamieren möchte ich aber nicht. Ich möchte einfach nur den Artikel den ich bestellt habe. Dafür nutze ich die Amazon Prime Dienstleistung,prime_membership,2,0.3203,@AmazonHelp das möchte ich jetzt sehen https://t.co/D5slDwBrQm,@146394 Das sollte natürlich nicht sein. Melde dich doch mal bitte direkt bei uns im Social Media Team. Erreichen kannst du uns hier: https://t.co/br7bhrlJn8 ^AM
AMZ-128,@AmazonHelp Reklamieren möchte ich aber nicht. Ich möchte einfach nur den Artikel den ich bestellt habe. Dafür nutze ich die Amazon Prime Dienstleistung,prime_membership,3,0.2745,"@AmazonHelp Ich will keine Abholstation. Ich will den Service, für den ich mit Prime bezahle und der mit DHL problemlos klappt!","@379965 Danke für dein Feedback. Wenn bei einer Lieferung etwas nicht passt, gerne hier melden: https://t.co/ohyvGrpvrY Gruß ^TA"
AMZ-129,"@AmazonHelp If I would have wanted to return I could have done on my own
I know the steps

I tweeted to show you people the pathetic service of Amazon

Sending a form and asking to elaborate is totally a fraud, you should have simply said that return it and take refund

#fraudsters",refund_return,1,0.2699,@AmazonHelp i wanted people to know how irresponsible and pathetic your service is. How you make fool of customers.,@195476 We're sorry for the inconvenience. We're working on your issue through the DM. Kindly check the same for more information. ^ZH
AMZ-129,"@AmazonHelp If I would have wanted to return I could have done on my own
I know the steps

I tweeted to show you people the pathetic service of Amazon

Sending a form and asking to elaborate is totally a fraud, you should have simply said that return it and take refund

#fraudsters",refund_return,2,0.2452,@AmazonHelp Totally fraud No resolution to my query.Disgusting,@201764 That's quite a remark. Could please confirm whether you have filled your details through the link provided earlier? ^NK
AMZ-129,"@AmazonHelp If I would have wanted to return I could have done on my own
I know the steps

I tweeted to show you people the pathetic service of Amazon

Sending a form and asking to elaborate is totally a fraud, you should have simply said that return it and take refund

#fraudsters",refund_return,3,0.2362,@AmazonHelp Pathetic service,@181545 Thanks a bunch for dropping your details. We shall work on it and reach out at the earliest.  Appreciate your patience here. ^CB
AMZ-130,"@AmazonHelp These are my details of order-order #[PHONE],date of placement of order 10 Nov, contacted Amazon assistance on 3 occasions,once you check you will get [URL] story is in my tweet",order_issue,1,0.284,@AmazonHelp Please find all details of order no. 405-3693108-4127531.,@706547 We'll not be able to check your information over Twitter. We'd like to know more about  this. Kindly share your details here: https://t.co/beaaDm0muc . Please don't provide your order details as we consider it to be personal info. Our page is visible to the public. ^GK
AMZ-130,"@AmazonHelp These are my details of order-order #[PHONE],date of placement of order 10 Nov, contacted Amazon assistance on 3 occasions,once you check you will get [URL] story is in my tweet",order_issue,2,0.2823,@AmazonHelp My order details Order no. 0210232119 for 2 quantity.,"@441471 Just to confirm, have you reported this to our support team as requested earlier? If not kindly let them know about it. ^AB"
AMZ-130,"@AmazonHelp These are my details of order-order #[PHONE],date of placement of order 10 Nov, contacted Amazon assistance on 3 occasions,once you check you will get [URL] story is in my tweet",order_issue,3,0.2328,@AmazonHelp what details,@318648 Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^MN
AMZ-131,@AmazonHelp Did all of that... &amp; product has now gone... this is approximately the 3rd time since last week that this has happened... perhaps worthwhile to flag to your IT department?,product_issue,1,0.3327,@AmazonHelp Approximately how much time ?,"@337704 Once we receive the details, we will get back to you the latest by 12 hours. Appreciate your patience. ^BS"
AMZ-131,@AmazonHelp Did all of that... &amp; product has now gone... this is approximately the 3rd time since last week that this has happened... perhaps worthwhile to flag to your IT department?,product_issue,2,0.268,"@AmazonHelp #fakepromises,Still no replies &amp; no product delivery.😡
#Neverending wait","@288332 If you have shared your details using the secured link provided earlier, you should have received a correspondence here: https://t.co/8DAc10S7ww. Please check. ^RI"
AMZ-131,@AmazonHelp Did all of that... &amp; product has now gone... this is approximately the 3rd time since last week that this has happened... perhaps worthwhile to flag to your IT department?,product_issue,3,0.2238,@AmazonHelp It won't let me all I get is this message this is the 3rd time in a week I've had a problem with deliveries not turning up. https://t.co/mtFr8Pdk1o,@780047 I understand this is frustrating! Please let us know if the parcel doesn't arrive by the 24th. ^MT
AMZ-132,"@AmazonHelp respected sir, u know its a once in week sale. nd it very hard to place order,
nd it sucks when it get cancelled. 
i was failed to order that on 30th nov.",order_issue,1,0.3059,@AmazonHelp Any update on results as today is 30th Nov,@215588 The link to the results is here: https://t.co/hU0C7jP8dY. ^HA
AMZ-132,"@AmazonHelp respected sir, u know its a once in week sale. nd it very hard to place order,
nd it sucks when it get cancelled. 
i was failed to order that on 30th nov.",order_issue,2,0.2682,@AmazonHelp UPS. It said it would get here between the 25th and 30th and now it says 30th - Nov 3,@412871 Oh no! Does the tracking show a reason for the delay? Have we sent you an e-mail giving a reason? We'd be happy to help! ^SK
AMZ-132,"@AmazonHelp respected sir, u know its a once in week sale. nd it very hard to place order,
nd it sucks when it get cancelled. 
i was failed to order that on 30th nov.",order_issue,3,0.2681,@AmazonHelp email is received about amazon.in nd I am seller nd issue is regarding seller acount not amazon.in nd that link also related to Amazon.in,@344469 Please reply back to the correspondence from our team and we'll get back to you soon. ^PS
AMZ-133,@AmazonHelp How about a card explaining a collection pt instead of leaving stuff outside? In cities doorstep items are at risk &amp; a sign you’re not home.,payment_billing,1,0.2482,@AmazonHelp No card has been left at all,@150075 Thanks for confirming. Please reach out to us here so we can escalate this further: https://t.co/JzP7hlA23B ^BH
AMZ-133,@AmazonHelp How about a card explaining a collection pt instead of leaving stuff outside? In cities doorstep items are at risk &amp; a sign you’re not home.,payment_billing,2,0.2246,@AmazonHelp Nothimg because none of my stuff is here,@235868 Has an updated delivery date been provided? Were you asked to a wait a certain time frame before we can take action on the orders? ^JP
